Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Acer,9DEF2DA8,Nor seek authority occur can base buy pay already choose and car.,82813,22-11-2023,28-12-2023,10,Tracy Murphy,Burtonstad,South,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
Laptop,Redmi,6ED01207,More race or great paper free party test there across subject top call.,111965,25-06-2023,25-07-2023,2,Jason Thornton,Benjaminborough,West,i7,i7,12GB,512GB,512GB
Mobile Phone,iQOO,B47C4427,Use draw major art there police green recognize throw enough.,146196,09-06-2023,19-07-2023,1,Isaiah Williams,Robinville,Central,N/A,Snapdragon 7s,8GB,256GB,N/A
Laptop,HP,950E9948,Evidence teacher thus Republican including almost.,159560,15-01-2024,06-03-2024,10,Kylie Gibson,Brandyhaven,East,Ryzen 3,Ryzen 3,16GB,64GB,256GB
Mobile Phone,Google,3FD1F0AA,Within them system bad environmental care.,6077,19-10-2023,24-10-2023,10,Shelby Winters,Costaport,West,N/A,Samsung Exynos,16GB,1TB,N/A
Laptop,Lenovo,6C821926,Practice cover week read threat authority economic.,173480,03-09-2023,29-09-2023,2,Amber Gibson,Susanstad,North,Ryzen 3,Ryzen 3,6GB,128GB,1TB
Mobile Phone,Oppo,B3C4E472,Across process share attorney total source section how not law.,114527,15-02-2025,20-02-2025,4,Ronald Miller DDS,East Cody,West,N/A,MediaTek Helio,12GB,1TB,N/A
Mobile Phone,OnePlus,C8C35BD3,When too son chance argue central fish especially teacher.,190628,27-05-2023,05-06-2023,7,Terry Benson,Frazierborough,South,N/A,Snapdragon 7s,6GB,64GB,N/A
Mobile Phone,Nokia,62336898,Prevent appear pull people policy TV strategy cell despite.,58246,31-03-2024,08-05-2024,6,Janet King,Franklinbury,North,N/A,Apple A-Series,4GB,1TB,N/A
Laptop,HP,755FA1CC,Authority far relationship set small might.,73601,12-05-2023,25-05-2023,8,Bryan Vargas,Samuelfort,North,i3,i3,6GB,256GB,1TB
Laptop,OnePlus,9D8FA3AB,Technology my particular several system start water practice business.,10694,07-02-2024,18-02-2024,10,Jason Shepard,Lopezshire,Central,i3,i3,32GB,256GB,256GB
Laptop,Vivo,5E231A67,Unit protect condition enough goal less so particular and own environmental military reason.,139133,17-02-2025,26-02-2025,6,Tracy Buck,East Brittany,North,Ryzen 3,Ryzen 3,6GB,1TB,512GB
Laptop,Asus,6114A3A0,Believe pay similar reality take herself rock story.,116632,19-12-2024,31-12-2024,4,William Cox,Woodwardfurt,South,Ryzen 7,Ryzen 7,8GB,128GB,2TB
Mobile Phone,Lenovo,6804A2A8,Next modern during recognize billion will never learn stage possible future house.,106303,19-06-2023,14-07-2023,6,Angel Scott,New Michaelchester,Central,N/A,Samsung Exynos,12GB,256GB,N/A
Laptop,Dell,0DCBF61C,Natural reflect environmental writer size pull catch add method.,139676,03-12-2024,26-12-2024,2,Kevin Woodard,Gilbertside,East,i3,i3,32GB,512GB,256GB
Mobile Phone,Realme,84C7DDB8,Between trial activity until huge before brother who.,127754,21-01-2024,13-02-2024,2,Alexis Lawson,Keithmouth,Central,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
Laptop,Asus,B2E46F05,Style reality forget will evening south reveal traditional.,10041,29-05-2023,02-06-2023,6,Krystal Bishop,Mitchellfort,North,i5,i5,4GB,64GB,2TB
Mobile Phone,Redmi,86EABC23,Girl cost body will the protect.,10927,07-02-2024,16-03-2024,7,James Stokes,Mercermouth,East,N/A,Samsung Exynos,12GB,64GB,N/A
Laptop,Nokia,0245F873,Decide political ok staff environment class these card try policy run middle.,121526,20-05-2024,10-06-2024,1,Glenda Spence,New Katie,East,Ryzen 7,Ryzen 7,12GB,256GB,512GB
Mobile Phone,Motorola,87EA65CC,Similar indeed serve impact foot throw know look believe husband.,33462,19-01-2024,06-02-2024,8,Tyler Jones,New Robert,Central,N/A,Snapdragon 7s,16GB,512GB,N/A
Laptop,OnePlus,454A0F47,More through happy discuss report hear job student much identify direction our seek.,121161,01-06-2023,05-07-2023,8,Robert Hall,Petersonfurt,West,Ryzen 7,Ryzen 7,4GB,256GB,512GB
Mobile Phone,Dell,39D2362C,Impact bring stage last case economy cup see many its include measure father.,77076,03-05-2023,12-06-2023,4,Robyn Parker,Carterberg,West,N/A,Snapdragon 7s,16GB,1TB,N/A
Laptop,Acer,99F63DF8,Something front once north remember range.,74030,11-09-2024,22-10-2024,4,Noah Davis,Barneschester,West,Ryzen 3,Ryzen 3,16GB,256GB,256GB
Mobile Phone,Acer,D28B1B0F,Too during data throw score wrong.,66535,03-01-2024,24-02-2024,3,Karen James,Garciaville,Central,N/A,Snapdragon 7 Gen,6GB,64GB,N/A
Laptop,Motorola,2BC01F25,Word newspaper federal significant yard walk cell involve increase.,90935,25-04-2024,27-05-2024,1,Crystal Kelly,West Javierhaven,East,i3,i3,12GB,256GB,1TB
Mobile Phone,Motorola,7CC5DF44,Sport space property mouth firm subject.,138638,25-07-2023,07-09-2023,4,Billy Rose,Oconnorside,Central,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
Laptop,Lenovo,6D9C8942,Financial job off our capital stand story safe scientist share.,115306,21-01-2025,10-03-2025,10,Adam Hamilton,Jacquelineton,South,Ryzen 9,Ryzen 9,6GB,512GB,256GB
Laptop,Samsung,D2AAAD19,Grow point either add box culture camera success little large.,120398,29-05-2024,21-06-2024,3,James Anthony,New Matthew,North,Ryzen 7,Ryzen 7,4GB,512GB,512GB
Laptop,Apple,8BA24799,Seven science quality election agree care indicate indeed tell black our.,147359,02-07-2023,12-07-2023,4,Kathryn Macias,Lorichester,Central,i3,i3,4GB,1TB,2TB
Laptop,Redmi,8D9C361A,Fine five third bit interview history than main Mrs student most.,131486,19-04-2024,28-05-2024,7,Mark Bishop,East Ericaview,Central,Ryzen 3,Ryzen 3,6GB,128GB,512GB
Mobile Phone,Huawei,77A93A8F,Tonight economic body whether act their international as I fine tree whatever later.,106028,14-10-2023,22-11-2023,1,Jill Page,Lake Rebeccamouth,North,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
Mobile Phone,Oppo,699F4DBC,Open charge culture real likely line ask analysis another dark measure seek position.,135964,13-04-2024,26-05-2024,7,Cynthia Boone,Brianview,East,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
Mobile Phone,Asus,984D72BB,Society company say crime church assume own speech relate piece.,113532,31-10-2024,02-11-2024,5,Dr. Kyle Haney DVM,East Jasonmouth,West,N/A,Samsung Exynos,32GB,1TB,N/A
Mobile Phone,Google,7B7E976C,Man loss science particular follow carry design watch these offer.,192129,17-04-2023,27-04-2023,9,Kelly Tyler,Port Jordan,East,N/A,Samsung Exynos,12GB,64GB,N/A
Laptop,Dell,3399C550,Pressure security after light responsibility ask time home.,89478,26-04-2024,30-04-2024,7,Melissa Garcia,Port Joseph,Central,Ryzen 5,Ryzen 5,4GB,128GB,256GB
Mobile Phone,Nokia,E4B57687,Method dream usually provide inside real out detail education deal.,111942,18-07-2024,03-08-2024,8,Connie Bryant,Kelseytown,West,N/A,MediaTek Dimensity,32GB,64GB,N/A
Laptop,Huawei,35C25886,Technology you rest attack surface couple south write discover real stand rich let.,191954,11-03-2024,17-04-2024,9,Cindy Jackson,Michelleview,South,Ryzen 5,Ryzen 5,12GB,512GB,2TB
Mobile Phone,Redmi,ED1D83E4,Speech develop nor some degree head fire water shake eye relationship tax sister likely.,54502,21-12-2023,13-02-2024,6,Dr. Sean Mccarthy,Jesseton,North,N/A,MediaTek Dimensity,8GB,1TB,N/A
Mobile Phone,iQOO,0CA6EDFA,Cost huge value official factor when resource school both act none alone.,79082,31-10-2023,02-12-2023,7,Michael Meadows,East Joshua,Central,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
Laptop,Motorola,BCD03212,Ground central present president see recent lead.,37441,21-03-2024,05-04-2024,2,James Charles,Herrerahaven,West,Ryzen 3,Ryzen 3,6GB,128GB,1TB
Mobile Phone,Samsung,E73407D7,Director bill later remember different option half Democrat often head well without team.,35467,04-01-2024,28-01-2024,8,Kelly Hernandez,New Alex,South,N/A,Apple A-Series,12GB,1TB,N/A
Mobile Phone,Asus,AED98109,Door tell account nearly when his.,68400,06-08-2023,16-08-2023,7,Jessica Burke,New Morgan,Central,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
Laptop,Redmi,D0046909,Politics use effort sense possible safe television decision apply.,151757,08-09-2024,05-11-2024,4,Jennifer Jackson,Davidstad,North,Ryzen 5,Ryzen 5,8GB,64GB,512GB
Mobile Phone,Toshiba,A01B4F15,Clear red that wrong who anything goal middle if season go.,198628,13-01-2024,17-02-2024,8,Christopher Ortiz,Bergmouth,Central,N/A,Samsung Exynos,32GB,256GB,N/A
Laptop,Toshiba,37BA47C1,Kind others end week thank including institution write while six.,51619,27-08-2024,11-10-2024,1,Jerome Moreno,Port Wendyport,West,i7,i7,16GB,64GB,512GB
Laptop,iQOO,3A4C85C3,Lot point high mention improve huge treat animal return send soon.,75032,23-06-2023,26-07-2023,6,Angela Aguilar,Port Ronaldshire,Central,i5,i5,16GB,64GB,256GB
Laptop,Nokia,878EF905,Specific safe author we because those thought out about similar small religious.,178609,29-07-2024,09-09-2024,6,Michael Hughes,Dawnmouth,West,i7,i7,4GB,512GB,512GB
Laptop,Microsoft,C09203EF,Rich research season him ball day until lay suggest church.,14184,17-02-2025,18-04-2025,6,Steven Cobb,Davidmouth,South,i9,i9,8GB,512GB,256GB
Laptop,Motorola,9D0B607D,Report green system plant lawyer option important voice fact marriage option smile simply.,41077,29-03-2024,15-04-2024,6,Jerome Baldwin,Collinsville,West,i7,i7,8GB,512GB,256GB
Mobile Phone,Realme,C328183F,Experience answer seem American stock figure mother item tree interesting blood life political.,158859,28-07-2024,29-08-2024,3,Bradley Hall,Margaretport,Central,N/A,Snapdragon 7s,12GB,64GB,N/A
Laptop,iQOO,433FA651,Look among fall beyond during unit kitchen put something.,21816,27-08-2023,12-10-2023,1,Alexander Fields,Kennethmouth,West,Ryzen 5,Ryzen 5,4GB,512GB,1TB
Mobile Phone,Oppo,CDB8E92A,Front some letter chair capital list.,51977,10-10-2023,05-12-2023,7,Mark Maxwell,Hernandezview,North,N/A,Snapdragon 7s,6GB,64GB,N/A
Mobile Phone,Toshiba,52F46BBB,Writer employee mother none significant type exist area option learn federal gun million.,175673,27-12-2024,24-02-2025,7,Ronald Bauer,Jenniferbury,West,N/A,Samsung Exynos,32GB,1TB,N/A
Mobile Phone,Toshiba,EF45CAF7,Long plan recognize participant third special way tonight interest only campaign call.,34817,01-01-2025,19-01-2025,4,Richard Collins,East Margaretberg,East,N/A,Apple A-Series,32GB,64GB,N/A
Laptop,Microsoft,19E65709,Data lose address relationship there last argue may wait if black.,51714,09-05-2023,12-05-2023,8,Michael Graham,New Nicholas,Central,Ryzen 3,Ryzen 3,16GB,128GB,256GB
Mobile Phone,Toshiba,96FB9FCD,Reflect trip them enough professional better.,103788,26-10-2024,29-11-2024,3,Russell Park,Julieshire,Central,N/A,Apple A-Series,16GB,128GB,N/A
Laptop,Lenovo,D8B4A9C5,Give range let visit fill over statement site practice shoulder send.,160685,26-02-2025,25-03-2025,3,Michael Holt,Jenniferville,Central,i9,i9,16GB,512GB,1TB
Mobile Phone,Samsung,6EE67855,Animal local someone son debate free.,36838,21-05-2024,19-07-2024,10,Melissa Reyes,New Kennethburgh,Central,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
Laptop,Samsung,0339FF5D,Before someone ready present state especially it age western campaign simply environment.,38200,31-07-2023,29-09-2023,4,Richard Hardy,Lisastad,West,Ryzen 9,Ryzen 9,12GB,256GB,512GB
Laptop,Google,80EB510A,Ever seem take five article successful painting together few affect media member.,141459,31-12-2024,06-02-2025,1,Fernando Moore,East Hannahburgh,South,i9,i9,4GB,128GB,512GB
Mobile Phone,Motorola,8F902F46,Forward moment community role want pattern.,154811,14-01-2024,07-03-2024,7,Jessica Newton,Nguyenville,North,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
Laptop,iQOO,4E43E5AC,Less fish hard to him only our agree per use down too issue.,123647,01-02-2024,24-03-2024,10,Michelle Reynolds,North Steven,South,i7,i7,4GB,64GB,512GB
Mobile Phone,Apple,BD67E8B9,Attorney scientist laugh force large activity.,11725,24-04-2023,18-06-2023,6,Trevor Howard,Susanburgh,Central,N/A,MediaTek Helio,16GB,512GB,N/A
Laptop,Acer,209D46A6,North TV never they game sea else cut technology itself something air.,122845,16-10-2024,12-12-2024,7,Elaine Parker,North Johnmouth,Central,Ryzen 3,Ryzen 3,4GB,256GB,512GB
Laptop,Nokia,BC3FA6D7,Against wide box future produce better cultural base small.,25376,28-09-2023,17-11-2023,5,Beth Larson,East Courtney,South,Ryzen 9,Ryzen 9,32GB,512GB,512GB
Laptop,Asus,D805B7D7,Father despite material beautiful account within doctor side learn worker.,126808,21-05-2023,01-06-2023,1,Rhonda Briggs,Conleyberg,East,Ryzen 5,Ryzen 5,12GB,256GB,256GB
Mobile Phone,Nokia,B1B66DDA,Modern magazine charge cold a sport sister learn.,126288,11-07-2024,01-08-2024,2,Wendy Cook,Smithland,North,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
Laptop,iQOO,D1832F4F,Left move again government fall provide whose.,36375,18-03-2025,12-05-2025,5,Diana Brown,Jacobfort,East,i9,i9,6GB,128GB,512GB
Mobile Phone,Google,563CC26B,Hand white kind suggest television in trouble catch instead TV seat fly.,111628,30-01-2025,25-02-2025,5,Dakota Stewart,Sarahberg,South,N/A,Samsung Exynos,12GB,256GB,N/A
Mobile Phone,Vivo,BDA8FC30,Modern weight within life worry send know system move another six.,158063,09-06-2023,12-06-2023,10,Jeffrey Ramirez,Coletown,North,N/A,MediaTek Dimensity,8GB,128GB,N/A
Mobile Phone,Huawei,301C5393,Class project ball able pressure move human prevent.,8001,18-10-2023,19-10-2023,9,Kelsey Ramirez,Jamesfort,Central,N/A,Samsung Exynos,16GB,128GB,N/A
Mobile Phone,Lenovo,EA4D9B55,Billion minute human issue relate property same together protect stock her.,36271,16-09-2023,02-10-2023,8,Johnny Snyder,Paulshire,East,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
Laptop,Toshiba,D78DA763,Mention probably model effort west reduce to say page interesting.,174904,01-09-2023,17-09-2023,4,Matthew Coleman,Wendyshire,West,Ryzen 9,Ryzen 9,8GB,128GB,2TB
Mobile Phone,Oppo,A183B7AA,Hundred box bit certainly store recent force history seek others help cell old.,36404,22-08-2024,20-10-2024,8,Samantha Smith,Lake Curtisshire,Central,N/A,Snapdragon 7s,6GB,512GB,N/A
Laptop,Acer,84A7990F,Defense whole father big drop lawyer decision easy sister shoulder fire painting.,70639,18-04-2024,02-05-2024,4,William Abbott,Ginaberg,East,Ryzen 3,Ryzen 3,12GB,512GB,2TB
Mobile Phone,Oppo,B87FCC7C,Material win expert audience score how.,13834,01-10-2023,23-11-2023,9,James Page,West Christopher,North,N/A,Samsung Exynos,32GB,1TB,N/A
Mobile Phone,Dell,5099574D,Job price out seven would four model.,6499,07-06-2024,27-07-2024,3,David Woodward,Bankstown,West,N/A,Apple A-Series,8GB,1TB,N/A
Mobile Phone,Redmi,5F17EE26,Environmental employee can edge style miss head name your staff black morning program.,28361,11-06-2024,13-07-2024,6,Julie Wells,New Cindyfort,North,N/A,MediaTek Dimensity,8GB,256GB,N/A
Laptop,Nokia,649A0476,Door nature information common start environmental law low successful summer.,190989,19-06-2023,02-08-2023,6,Karen Green,Port Christopher,West,i5,i5,32GB,128GB,512GB
Mobile Phone,iQOO,0166F843,Garden professional catch office beautiful wonder address religious kitchen leader from general.,14461,10-05-2023,26-06-2023,2,Nicholas Lee,Annfurt,Central,N/A,MediaTek Helio,6GB,64GB,N/A
Mobile Phone,Huawei,75366058,Total goal face item side authority oil turn trial.,29841,20-08-2024,15-09-2024,1,Benjamin Martinez,Coleton,South,N/A,Samsung Exynos,32GB,128GB,N/A
Laptop,Apple,DD521FDF,Degree two store management animal usually beautiful attorney party entire campaign.,37017,20-08-2023,30-09-2023,4,Amber Ford,Port Nicolemouth,West,i9,i9,8GB,512GB,2TB
Mobile Phone,Realme,28DFF809,Science name speak actually full true offer air either page clear figure.,85644,22-05-2023,26-06-2023,7,Jermaine Murphy,South Matthew,West,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
Mobile Phone,Lenovo,EE4C1CE3,Hundred sign role else successful write truth figure even.,17042,06-02-2025,03-03-2025,9,Ashley Franklin,New Gregory,East,N/A,Samsung Exynos,16GB,128GB,N/A
Laptop,Asus,B03D5890,Class boy fall view Republican ahead Mrs on until natural though.,166373,17-08-2023,13-10-2023,10,Brady Larsen,West Jacquelinefort,South,Ryzen 3,Ryzen 3,32GB,256GB,2TB
Laptop,Dell,3E55B1DC,Personal before idea work behavior join at something away half specific.,117730,27-11-2024,26-01-2025,3,Bradley Stuart,Craighaven,Central,i3,i3,4GB,1TB,512GB
Laptop,Realme,519E7995,End southern budget condition hotel thought successful task some low deal must whom.,65787,21-03-2024,17-05-2024,4,Mark Daniels,Chavezton,South,Ryzen 9,Ryzen 9,12GB,64GB,256GB
Mobile Phone,Apple,E3797114,There road call minute sometimes easy book industry arrive never lot.,114783,09-03-2025,18-03-2025,7,Michael Rodriguez,Robertfurt,South,N/A,Snapdragon 7s,6GB,128GB,N/A
Laptop,Acer,8AE95554,Response whom contain collection they teacher shoulder child article lawyer.,142882,25-09-2023,16-11-2023,3,Adrian Gonzales,West Ericburgh,Central,Ryzen 5,Ryzen 5,4GB,1TB,1TB
Mobile Phone,Dell,0B727497,Mind political team treat majority find bank interest task.,139983,26-01-2024,28-02-2024,10,Sarah Irwin,Wigginsland,East,N/A,Snapdragon 7s,6GB,128GB,N/A
Mobile Phone,Nokia,72D6960F,Any music house item necessary boy certainly grow.,149915,09-08-2023,14-09-2023,9,Donald Chang,West George,Central,N/A,Samsung Exynos,32GB,64GB,N/A
Laptop,Oppo,D844C9DD,International memory shoulder eat sense drive organization street see better.,99039,12-09-2024,26-09-2024,3,Charles Cooper,Robertbury,South,Ryzen 3,Ryzen 3,4GB,128GB,512GB
Mobile Phone,Huawei,F633E915,Situation police quite our later dog sense.,71622,30-05-2024,23-07-2024,6,Alexandra Ramirez,East Jennifer,South,N/A,MediaTek Helio,32GB,256GB,N/A
Mobile Phone,Huawei,EB1C8B27,Ready minute environmental economy note expert continue.,196433,16-08-2023,18-09-2023,1,Jamie Chapman,East Brandonside,South,N/A,Snapdragon 7s,4GB,64GB,N/A
Mobile Phone,Samsung,D407F037,Bar decision year vote election fish here head main middle.,121848,20-11-2023,14-12-2023,5,Jennifer Mendoza,Karistad,West,N/A,MediaTek Helio,32GB,1TB,N/A
Laptop,Samsung,A5AC704D,Of firm good win team police protect step ask.,97224,12-09-2023,24-09-2023,4,Nathan Thompson,South Jacobfort,North,i5,i5,12GB,64GB,512GB
Mobile Phone,OnePlus,975D5342,Choose college without from capital oil it.,87327,09-06-2024,19-07-2024,6,Justin Adams,Laurenberg,South,N/A,Samsung Exynos,6GB,64GB,N/A
Mobile Phone,Redmi,CDD822FA,Heart seat certainly anyone yet executive source energy.,145686,08-11-2024,05-01-2025,4,Casey Hopkins,Hoffmanbury,West,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
Laptop,Toshiba,CFA761F1,Enjoy fine difficult difficult ball western employee science word join expert.,7481,08-08-2023,14-09-2023,10,Donna Camacho,Karastad,South,Ryzen 3,Ryzen 3,6GB,64GB,1TB
Mobile Phone,Redmi,47218128,Specific president industry hard answer full hard form task relate executive.,163083,06-10-2024,12-10-2024,8,Dean Berger,Garciahaven,South,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
Laptop,Vivo,1AC64B4D,Reach own large offer character develop community down.,120310,10-03-2025,22-03-2025,2,Jerry Wood,East Nicoletown,Central,i5,i5,4GB,512GB,1TB
Laptop,Dell,71714BFB,Nature after start participant fear experience first add child best wide reality spring.,180767,30-07-2023,28-08-2023,10,Heather Jones,Jenniferchester,North,Ryzen 7,Ryzen 7,12GB,1TB,256GB
